post_id,post_title,post_content,post_publish_time,processed_title,processed_content,combined_text,lexicon_sentiment,llm_sentiment_label,llm_sentiment_score,ensemble_sentiment_score,llm_sentiment_label_new,llm_sentiment_score_new,ensemble_sentiment_score_new
1638791503,这货，今年涨幅-10%左右，严重跑输大盘，证券,,2025-12-14 19:55:06,这货 今年 涨幅 左右 严重 大盘 证券,,,0.0,中性,0.0,0.0,积极,0.5354945074804209,0.3748461552362946
1638789248,十大机构论市：跨年攻势已经开始看好科技、券商与消费东方财富研究中心2小时前,,2025-12-14 19:29:12,十大 机构 论市 跨年 攻势 开始 看好 科技 券商 消费 东方 财富 研究 中心 小时,,,0.0,中性,0.0,0.0,积极,0.502250332559664,0.3515752327917648
1638787129,高开高走，6-8%收,,2025-12-14 19:04:14,高开高,,,0.0,中性,0.0,0.0,中性,0.028594007818563194,0.020015805472994235
1638783894,什么时候来个真反弹,,2025-12-14 18:20:34,来个 反弹,,,0.0,中性,0.0,0.0,中性,-0.026356734333547932,-0.018449714033483552
1638782444,大雕忠告:这3种人才能盈利,,2025-12-14 17:59:44,忠告 人才 盈利,,,0.0,中性,0.0,0.0,积极,0.5916865069555695,0.4141805548688986
1638780373,十大机构纷纷看好跨年，你心中的跨年龙是谁？出来聊聊,,2025-12-14 17:31:11,十大 机构 纷纷 看好 跨年 心中 出来 聊聊,,,0.0,中性,0.0,0.0,积极,0.6660310361037052,0.4662217252725936
1638774390,随便聊聊股票交易,,2025-12-14 16:14:35,随便 聊聊 股票交易,,,0.0,中性,0.0,0.0,中性,0.08586345347400046,0.06010441743180032
1638773102,东方财富：将于2025年12月15日召开2025年第一次临时股东大会,,2025-12-14 16:01:20,东方 财富 召开 第一次 临时 股东大会,,,0.0,中性,0.0,0.0,中性,-0.12140831930333118,-0.08498582351233182
1638769884,大雕忠告:为什么真正的高手都叫大鳄,,2025-12-14 15:14:03,忠告 真正 高手,,,0.0,中性,0.0,0.0,中性,0.037442152924646754,0.026209507047252726
1638765165,大雕忠告:为什么要学会炒股？,,2025-12-14 14:53:07,忠告 学会 炒股,,,0.0,中性,0.0,0.0,中性,-0.08628072669834254,-0.06039650868883977
1638760427,大雕忠告:性格决定命运，这一类人绝不会输,,2025-12-14 13:34:17,忠告 性格 决定 命运 一类 绝不会,,,0.0,中性,0.0,0.0,中性,-0.07156286674605292,-0.05009400672223704
1638760358,这个月交易日已过半，东方财富有止跌迹象，12月份暂时中字形态，可见6月份的一根月,,2025-12-14 13:33:17,交易日 过半 东方 财富 止跌 迹象 月份 暂时 中字 形态 可见 月份 一根,,,0.0,中性,0.0,0.0,消极,-0.628470352835676,-0.43992924698497315
1638759260,啥情况，信邦制药(SZ002390)连续两跌停，全天地板附近吸筹，尾盘最后两个三,,2025-12-14 13:14:38,情况 信邦 制药 SZ 跌停 全天 地板 附近 吸筹 尾盘 最后 两个,,,0.0,中性,0.0,0.0,消极,-0.5642987768259105,-0.3950091437781373
1638759144,证券是又出啥利好了么，香港的证券尾盘竞价都是直线大买盘？,,2025-12-14 13:13:12,证券 利好 香港 证券 尾盘 竞价 直线 买盘,,,0.0,中性,0.0,0.0,积极,0.6149411862588876,0.4304588303812213
1638758828,从众望所归到无人问津，从牛市旗手到量化打压首选对象，这是一场广大投资者和量化机构,,2025-12-14 13:07:31,众望所归 无人问津 牛市 旗手 量化 打压 首选 对象 一场 广大 投资者 量化 机构,,,0.0,中性,0.0,0.0,积极,0.45822926075181225,0.32076048252626854
1638758548,30块下周能回本吗？？？,,2025-12-14 13:02:30,下周 回本,,,0.0,中性,0.0,0.0,中性,-0.057980381988099294,-0.040586267391669505
1638754187,明天高开高走吗？,,2025-12-14 11:52:37,高开高,,,0.0,中性,0.0,0.0,中性,0.013397786738410314,0.00937845071688722
1638753452,一百多万的散户不敢搞啊,,2025-12-14 11:40:57,一百多万 散户 不敢,,,0.0,中性,0.0,0.0,中性,-0.10372228803543192,-0.07260560162480234
1638750061,中国要建设金融强国，与米国争夺金融老大，东财目标15万亿人民币不是梦持有持有持有,,2025-12-14 10:52:13,中国 建设 金融 强国 米国 争夺 金融 老大 东财 目标 万亿 人民币 持有 持有 持有,,,0.0,中性,0.0,0.0,积极,0.5129819091417691,0.35908733639923834
1638749387,港股券商尾盘暴拉，什么情况？,,2025-12-14 10:42:55,港股 券商 尾盘 暴拉 情况,,,0.0,中性,0.0,0.0,中性,-0.11663030460808135,-0.08164121322565694
1638748204,“发展新质生产力要因地制宜。”“一些地方不顾实际，盲目追风口。看别人搞芯片，自己,,2025-12-14 10:25:49,发展 新质 生产力 因地制宜 一些 不顾 实际 盲目 追风 别人 芯片,,,0.0,中性,0.0,0.0,中性,-0.12450597686834058,-0.0871541838078384
1638747040,周五尾盘港股中信证券狂拉2个多点，外资证券整个板块拉升2个多点，历史上仅有的一次,,2025-12-14 10:09:21,周五 尾盘 港股 中信证券 狂拉 多点 外资 证券 整个 板块 拉升 多点 历史 上仅 一次,,,0.0,中性,0.0,0.0,中性,-0.014084816698953034,-0.009859371689267123
1638744647,$不想买与不敢买大众做股票为什么做不好？该买的时候下不去手，该持有的时候拿不住，,,2025-12-14 09:36:10,不想 不敢 大众 做股票 不好 下不去 持有 拿不住,,,0.0,中性,0.0,0.0,积极,0.6573973014019354,0.46017811098135475
1638743821,财不入急门！,,2025-12-14 09:22:44,财不入 急门,,,0.0,中性,0.0,0.0,中性,-0.09988812675139118,-0.06992168872597382
1638743147,$东方财富(SZ300059)$,,2025-12-14 09:10:40,东方 财富 SZ,,,0.0,中性,0.0,0.0,中性,0.09133935043931193,0.06393754530751836
1638738320,为啥要拉股市呢？第一，股市泡沫经过三年熊市被挤干净了。第二，股市上涨有利于创新创业和产业升级。,,2025-12-14 07:24:01,为啥 股市 第一 股市 泡沫 经过 三年 熊市 干净 第二 股市 上涨 有利于 创新 创业 产业 升级,,,0.0,中性,0.0,0.0,中性,0.0660371847802545,0.046226029346178144
1638734431,您好董秘，建议改名罗马山。请问有没有收购重组并购计划?,,2025-12-14 03:16:38,您好 董秘 建议 改名 罗马 请问 有没有 收购 重组 并购 计划,,,0.0,中性,0.0,0.0,积极,0.6989897841588719,0.48929284891121033
1638734043,***********【前瞻研究】AI产业链诞生大牛G！券商是风向标！-----,,2025-12-14 02:47:56,前瞻 研究 AI 产业链 诞生 大牛 券商 风向标,,,0.0,中性,0.0,0.0,中性,0.07710491452220095,0.05397344016554066
1638733332,主力充分洗盘的十只低位股梳理：,,2025-12-14 02:01:03,主力 充分 洗盘 十只 低位 梳理,,,0.0,中性,0.0,0.0,中性,-0.12008268993655663,-0.08405788295558964
1638733193,聊聊东方财富吧。这个票已经过了企业成长最快的时候了，进入了成熟期。别指望着成熟期,,2025-12-14 01:50:41,聊聊 东方 财富 企业 成长 最快 进入 成熟期 指望 成熟期,,,0.0,中性,0.0,0.0,中性,-0.12468446758694314,-0.0872791273108602
1638729291,东财未来能超中信吗,,2025-12-13 23:43:30,东财 未来 能超 中信,,,0.0,中性,0.0,0.0,中性,0.060081855644925575,0.0420572989514479
1638729123,牛市必泡沫！熊市必破底！！！,,2025-12-13 23:40:23,牛市 泡沫 熊市 必破底,,,0.0,中性,0.0,0.0,中性,0.09172335892306584,0.06420635124614608
1638720719,我叫苏意，30岁，肤若凝脂，长腿纤秾合度，身姿丰盈。笑时眼波流转，语气温软，举手,,2025-12-13 21:27:10,苏意 肤若 凝脂 长腿纤 合度 身姿 丰盈 笑时 眼波 流转 语气 温软 举手,,,0.0,中性,0.0,0.0,中性,-0.09706315059732067,-0.06794420541812446
1638719926,大雕秘籍:无脑交易术,,2025-12-13 21:15:24,秘籍 无脑 交易,,,0.0,中性,0.0,0.0,中性,0.05484028153898213,0.03838819707728749
1638719624,2025年12月12日收盘前半小时，A股券商板块突然爆发，证券ETF单日成交额突,,2025-12-13 21:10:32,收盘 半小时 A股 券商 板块 爆发 证券 ETF 单日 成交额,,,0.0,中性,0.0,0.0,积极,0.5172293900414118,0.3620605730289882
1638719591,我叫苏意，30岁，肤若凝脂，长腿纤秾合度，身姿丰盈。笑时眼波流转，语气温软，举手,,2025-12-13 21:09:56,苏意 肤若 凝脂 长腿纤 合度 身姿 丰盈 笑时 眼波 流转 语气 温软 举手,,,0.0,中性,0.0,0.0,中性,-0.05968140756088314,-0.041776985292618196
1638716103,放弃幻想，交易才开始真实！,,2025-12-13 20:16:01,放弃 幻想 交易 开始 真实,,,0.0,中性,0.0,0.0,积极,0.18129842770274995,0.12690889939192496
1638716057,守住你自己的模式,,2025-12-13 20:15:15,守住 模式,,,0.0,中性,0.0,0.0,中性,0.048403302423232875,0.03388231169626301
1638716016,没被市场打死过也配叫高手？,,2025-12-13 20:14:37,市场 打死 高手,,,0.0,中性,0.0,0.0,中性,-0.06614532666889865,-0.04630172866822905
1638716000,科技要崩了，银行很高位置了，难道东方财富还不顶上?,,2025-12-13 20:14:18,科技 银行 位置 东方 财富 顶上,,,0.0,中性,0.0,0.0,中性,-0.010967513761587291,-0.007677259633111103
1638711681,不炒股还能干什么？,,2025-12-13 19:07:30,炒股 干什么,,,0.0,中性,0.0,0.0,中性,0.0849174344843708,0.059442204139059554
1638710212,股市就是认知的变现,,2025-12-13 18:44:15,股市 就是 认知 变现,,,0.0,中性,0.0,0.0,中性,-0.13550791232280607,-0.09485553862596424
1638709441,继续实施适度宽松的货币政策。中央经济工作会议强调，要把促进经济稳定增长，物价合理,,2025-12-13 18:31:37,实施 适度 宽松 货币政策 中央 经济 工作 会议 强调 促进 经济 稳定增长 物价 合理,,,0.0,中性,0.0,0.0,积极,0.5071349726054261,0.3549944808237982
1638708021,成交大了，是时候要涨！,,2025-12-13 18:07:39,成交 要涨,,,0.0,中性,0.0,0.0,积极,0.5947477200642858,0.416323404045
1638706573,都恨铁不成钢啊！东财可别装睡了！,,2025-12-13 17:45:00,恨铁不成钢 东财 可别 装睡,,,0.0,中性,0.0,0.0,中性,-0.03564447345731536,-0.024951131420120752
1638702181,东方财富两融利率是多少，有人开通了吗？,,2025-12-13 16:43:51,东方 财富 两融 利率 多少 有人 开通,,,0.0,中性,0.0,0.0,中性,-0.033735384462774534,-0.023614769123942173
1638700440,创业板总市值最高的10家公司的市盈率排名，阳光电源市盈率是最低的，赚钱效应是最好的,,2025-12-13 16:20:19,创业板 市值 最高 公司 市盈率 排名 阳光 电源 市盈率 最低 赚钱 效应 最好,,,0.0,中性,0.0,0.0,积极,0.7186844564206126,0.5030791194944289
1638696844,手里的筷子悬在半空，手机屏幕上“东方财富”的绿色跌幅数字刺得眼睛生疼，妻子夹菜的,,2025-12-13 15:29:28,手里 筷子 悬在 半空 手机 屏幕 东方 财富 绿色 跌幅 数字 刺得 眼睛 生疼 妻子 夹菜,,,0.0,中性,0.0,0.0,消极,-0.6463151967044182,-0.4524206376930927
1638693731,2025年A股大宗交易市场深度研究报告执行摘要,,2025-12-13 14:44:02,A股 大宗 交易市场 深度 研究 报告 执行 摘要,,,0.0,中性,0.0,0.0,中性,-0.12201666320701256,-0.08541166424490879
1638691214,有调整到位迹象,,2025-12-13 14:07:49,调整 到位 迹象,,,0.0,中性,0.0,0.0,中性,0.0917293793588515,0.06421056555119604
1638687274,看不明不白,,2025-12-13 13:10:01,不明不白,,,0.0,中性,0.0,0.0,中性,0.09946855519612993,0.06962798863729094
1638685560,不过那么晚了行情也就看看就好，机会天天有，那么黄金高位下跌之后，下周黄金又该如何布局呢？黄金多头还有希望吗？,,2025-12-13 12:46:48,不过 那么 行情 看看 机会 天天 那么 黄金 高位 下跌 之后 下周 黄金 布局 黄金 多头 还有 希望,,,0.0,中性,0.0,0.0,消极,-0.19033085884392167,-0.13323160119074517
1638685451,市场的繁华永远为那些既能低头看路，亦懂仰望星空的人绽放。,,2025-12-13 12:45:15,市场 繁华 永远 低头 看路 仰望 星空 绽放,,,0.0,中性,0.0,0.0,中性,0.03962831901772895,0.027739823312410265
1638684964,立帖发誓的，和神棍可Pk,,2025-12-13 12:38:16,立帖 发誓 神棍 Pk,,,0.0,中性,0.0,0.0,中性,-0.128596538231551,-0.0900175767620857
1638683770,港股所有券商尾盘都暴拉几个点，是什么事,,2025-12-13 12:22:56,港股 所有 券商 尾盘 暴拉 几个,,,0.0,中性,0.0,0.0,中性,0.0001484638154161666,0.00010392467079131662
1638680119,2010年3月19日上市的东方财富，目前后复权价是2291元。券商是周期股，一旦,,2025-12-13 11:37:36,上市 东方 财富 目前 复权 价是 券商 周期 一旦,,,0.0,中性,0.0,0.0,中性,-0.14699192695154056,-0.10289434886607839
1638678019,人家魔王，宁王的，跨年来几个涨停，咱成东皇。,,2025-12-13 11:14:54,人家 魔王 宁王 跨年 几个 涨停 咱成 东皇,,,0.0,中性,0.0,0.0,积极,0.6334876266860208,0.4434413386802145
1638669923,人家摩尔线程一上市市值就4000多亿，你吭哧吭哧这么多年打拼市值才多少？啊问你？,,2025-12-13 09:55:00,人家 摩尔 线程 上市 市值 多亿 吭哧 吭哧 这么 多年 打拼 市值 多少,,,0.0,中性,0.0,0.0,中性,-0.1283419364240686,-0.08983935549684802
1638669092,按照之前推算，最近3年多美股通过港股抽了A股2000亿美元现金流。离岸人民币每涨,,2025-12-13 09:46:49,按照 推算 最近 美股 通过 港股 A股 亿美元 现金流 离岸 人民币 每涨,,,0.0,中性,0.0,0.0,积极,0.5680256673611699,0.3976179671528189
1638668806,量化刺客遭“物理断网”，芯片巨头变身“理财巨星”：A股的荒诞一日,,2025-12-13 09:43:53,量化 刺客 物理 断网 芯片 巨头 理财 巨星 A股 荒诞 一日,,,0.0,中性,0.0,0.0,中性,-0.1337051832162117,-0.09359362825134818
1638668252,Pb4倍券伤，老登股。,,2025-12-13 09:38:37,Pb 倍券伤 老登股,,,0.0,中性,0.0,0.0,中性,0.03707364398200186,0.0259515507874013
1638667991,硬科技“理财狂欢”：融资时高呼突围，到账后躺赢利息,,2025-12-13 09:35:39,科技 理财 狂欢 融资 高呼 突围 账后 利息,,,0.0,中性,0.0,0.0,中性,0.10458952869454527,0.07321267008618168
1638661950,中金复牌之前，东财会回到26元，复牌后上30元！不喜勿喷！,,2025-12-13 08:26:48,中金 复牌 财会 回到 复牌 不喜,,,0.0,中性,0.0,0.0,积极,0.17715346128077308,0.12400742289654115
1638661573,中金复牌之前会回归到26元以上！立贴为证！,,2025-12-13 08:22:50,中金 复牌 回归 以上 立贴 为证,,,0.0,中性,0.0,0.0,积极,0.187901740913468,0.1315312186394276
1638661566,大雕带你管住手（管住手练习赛参赛选手报名处）,,2025-12-13 08:22:48,大雕 管住 管住 练习赛 参赛选手 报名处,,,0.0,中性,0.0,0.0,中性,0.11660182147012324,0.08162127502908627
1638660047,A股三大指数收报：3889.35，13258.33，3194.36。两市成交额2,,2025-12-13 08:04:41,A股 三大 指数 收报 两市 成交额,,,0.0,中性,0.0,0.0,中性,-0.07056119795378182,-0.04939283856764727
1638654873,我向妙想询问了安迪苏的估值情况。妙想认为，安迪苏当前的估值水平已经处于历史底部区,,2025-12-13 07:02:41,询问 安迪苏 估值 情况 妙想 认为 安迪苏 当前 估值 水平 处于 历史 底部,,,0.0,中性,0.0,0.0,中性,-0.1453907598927999,-0.10177353192495993
1638654493,从五元一直熬到30元，又洗到23元，公司盈利1309亿，今年大丰收,,2025-12-13 06:55:01,五元 公司 盈利 今年 大丰收,,,0.0,中性,0.0,0.0,积极,0.5516222176596347,0.3861355523617443
1638654436,问了一下妙想安迪苏估值是否被低估？妙想的估值结论是：历史底部区间，具备修复空间安,,2025-12-13 06:53:31,一下 妙想 安迪苏 估值 低估 妙想 估值 结论 历史 底部 区间 具备 修复 空间,,,0.0,中性,0.0,0.0,中性,0.08390844200659171,0.05873590940461419
1638654201,本周是超级宏观周！神秘力量越来越生猛！！！,,2025-12-13 06:48:39,本周 超级 宏观 神秘 力量 越来越 生猛,,,0.0,中性,0.0,0.0,中性,0.1209387462327238,0.08465712236290665
1638652337,我依然认为恐慌情绪还没有来！现在要玩就是快进快出小仓位打野！当然我还是坚持以前的,,2025-12-13 06:15:25,依然 认为 恐慌 情绪 就是 进快 仓位 打野 当然 坚持 以前,,,0.0,中性,0.0,0.0,消极,-0.5464307508788747,-0.3825015256152123
1638634355,老美爆仓,,2025-12-13 00:06:38,老美 爆仓,,,0.0,中性,0.0,0.0,中性,-0.04389552264370647,-0.030726865850594528
1638631666,建立在特定情景下向非银金融机构提供流动性的机制性安排周一能放量强攻吗，周末各种利,,2025-12-12 23:46:57,建立 特定 情景 下向 非银 金融机构 提供 流动性 机制 安排 周一 放量 强攻 周末 各种,,,0.0,中性,0.0,0.0,中性,0.02720111386913096,0.019040779708391672
1638627064,这几个月主要就是有震荡回调的趋势，日线可说的不多，这里主要看周线，周线连续3周震,,2025-12-12 23:14:32,几个 主要 就是 震荡 回调 趋势 日线 主要 周线 周线 周震,,,0.0,中性,0.0,0.0,中性,-0.10020720097286265,-0.07014504068100384
1638624997,跑吧,,2025-12-12 23:01:14,,,,0.0,中性,0.0,0.0,中性,0.11751470548073537,0.08226029383651474
1638624635,马已炒完【马多有28只而羊少，布局正宗羊】创业板唯一水羊股份 先上60元长线百元,,2025-12-12 22:59:14,马已 马多 羊少 布局 正宗 创业板 唯一 水羊 股份 长线 百元,,,0.0,中性,0.0,0.0,中性,-0.0801957729009562,-0.056137041030669334
1638624053,又来了2500万新玩家，如果你持续亏损，来参加管住手吧,,2025-12-12 22:55:50,万新 玩家 亏损 参加 管住,,,0.0,中性,0.0,0.0,消极,-0.4726555107950525,-0.33085885755653677
1638623401,主力很有耐心，6个月以内不会涨的。,,2025-12-12 22:52:05,主力 耐心 以内 不会,,,0.0,中性,0.0,0.0,积极,0.475395170864169,0.3327766196049183
1638622619,港股盘后证券板块拉升，核心是央行将净投放2000亿元流动性的利好消息提前被资金消,,2025-12-12 22:47:56,港股 盘后 证券 板块 拉升 核心 央行 投放 亿元 流动性 利好 消息 提前 资金,,,0.0,中性,0.0,0.0,积极,0.6558395554531004,0.4590876888171702
1638621920,港股券商尾盘直线爆量拉升，时间不够，估计周一集体涨停，带动大盘冲刺年底了,,2025-12-12 22:43:54,港股 券商 尾盘 直线 爆量 拉升 时间 不够 估计 周一 集体 涨停 带动 大盘 冲刺 年底,,,0.0,中性,0.0,0.0,积极,0.7122083398024636,0.49854583786172446
1638619728,今日大盘收红，东财出现红盘震荡走势，虽然下午有短暂拉升现象，在尾盘也收在23元位,,2025-12-12 22:32:35,今日 大盘 收红 东财 出现 红盘 震荡 走势 虽然 下午 短暂 拉升 现象 尾盘 元位,,,0.0,中性,0.0,0.0,中性,-0.11482306117083335,-0.08037614281958334
1638619581,大盘探底回升，券商成定海神针！,,2025-12-12 22:31:49,大盘 探底 回升 券商 定海神针,,,0.0,中性,0.0,0.0,中性,0.0823328059856726,0.05763296418997081
1638617512,今天，黄金又突破了，如果这次是真突破，那么震荡只维持了不到两个月。,,2025-12-12 22:20:57,黄金 突破 这次 突破 那么 震荡 维持 不到 两个,,,0.0,中性,0.0,0.0,积极,0.71929367801251,0.503505574608757
1638613864,我成本23.30，什么时候可以让我赚些，在别的股割肉过来的。,,2025-12-12 22:03:12,成本 赚些 别的 割肉 过来,,,0.0,中性,0.0,0.0,中性,-0.1190838804777517,-0.08335871633442618
